No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
1576,,TENANT,SBY-07-048,16BS11C0007,MITRATEL,ZSBY_1156,MULYOREJO,MULYOREJO,"Mulyorejo Utara RT01/01, Mulyorejo, Surabaya","Surabaya, Kota",Jawa Timur,11278325.0,-726212.0,ORGANIC,2099-12-31,NO,IBS,4,2022-01-01 00:00:00,2026-12-31 00:00:00,7500000.0,No Maintenance,GREENFIELD,112.78325,-7.26212
1577,,TENANT,SBY-07-048,19IS01C0017,MITRATEL,20SBY398,BULAKJAYA,MULYOREJO,"Mulyorejo Utara RT01/01  Mulyorejo Mulyorejo  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11278325.0,-726212.0,ORGANIC,2099-12-31,NO,IOH,4,2022-01-01 00:00:00,2029-04-17 00:00:00,12191965.0,Full Maintenance,GREENFIELD,112.78325,-7.26212
1579,,TENANT,SBY-07-049,11TS07R5599,MITRATEL,SBY549,Rungkut Tengah 2,Rungkut Tengah 2,"Jl Abdul Karim No 99 Rungkut Surabaya  Rungkut Rungkut  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112775.0,-733981.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-12-31 00:00:00,2026-12-30 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,112.775,-7.33981
1580,,,SBY-07-049,17HC12C0065,MITRATEL,133092,DMT_Rungkut,DMT_Rungkut,"Jl Abdul Karim No 99 Rungkut Surabaya  Rungkut Rungkut  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112775.0,-733981.0,ORGANIC,2099-12-31,NO,IOH,1,2022-04-01 00:00:00,2034-09-29 00:00:00,11773807.0,No Maintenance,GREENFIELD,112.775,-7.33981
1583,,TENANT,SBY-07-051,14TS03C0012,MITRATEL,SBY182,KALIJUDAN2,KALIJUDAN2,"Jl Kalijudan Asri Kav 2/4 Rt04, Rw:02  Kel Kalijudan Kec Mulyorejo  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112778417.0,-7257583.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2034-07-13 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.778417,-7.257583
1584,,TENANT,SBY-07-051,20IS01C0059,MITRATEL,20SBY796,Kalijudan_AsrI_Sby_SBY,Kalijudan,"Jl Kalijudan Asri Kav 2/4 Rt04, Rw:02  Kel Kalijudan Kec Mulyorejo  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112778417.0,-7257583.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2030-10-22 00:00:00,12056100.0,Full Maintenance,ROOFTOP,112.778417,-7.257583
1586,,TENANT,SBY-07-052,14TS03C0013,MITRATEL,SBY945,KEDUNGTARUKAN,Pacarkeling,Jl Kedung Tarukan 10 Surabaya,"Surabaya, Kota",Jawa Timur,11275883.0,-726068.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2034-07-30 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.75883,-7.26068
1587,,TENANT,SBY-07-052,16BS10C0007,MITRATEL,ZSBY_1148,Pacar Keling,Pacar Keling,Jl Kedung Tarukan 10 Surabaya,"Surabaya, Kota",Jawa Timur,11275883.0,-726068.0,ORGANIC,2099-12-31,NO,IBS,2,2022-01-01 00:00:00,2026-12-22 00:00:00,7500000.0,No Maintenance,ROOFTOP,112.75883,-7.26068
1589,,TENANT,SBY-07-053,16TS02C0006,MITRATEL,SBY200,Pandugo,Pandugo,"Jl Pandugo Ii No 3, Rt:003, Rw: 001,  Kel Penjaringansari Kec RungkutSurabaya  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11278395.0,-7322.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2026-05-11 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.78395,-7.322
1590,,TENANT,SBY-07-053,20IS10C0518,MITRATEL,20SBY859,MERI_BOULEVARD_SBY,Pandugo,"Jl Pandugo Ii No 3, Rt:003, Rw: 001,  Kel Penjaringansari Kec RungkutSurabaya  Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11278395.0,-7322.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2031-02-25 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.78395,-7.322
1599,,TENANT,SDA-07-028,15TS10C0290,MITRATEL,SDA450,Sidokepung,Sidokepung,"Jl Kemasan, Dsn Mlaten, Rt:02, Rw:06  Kel Sidokepung Kec Buduran Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11269911.0,-742311.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2025-06-28 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.69911,-7.42311
1600,,TENANT,SDA-07-028,19IS05C0089,MITRATEL,20SDA260,SIDONGEPUNG,SIDONGEPUNG,"Jl Kemasan, Dsn Mlaten, Rt:02, Rw:06  Kel Sidokepung Kec Buduran Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11269911.0,-742311.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-10-23 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.69911,-7.42311
1649,ANCHOR,TENANT,KPN-07-061,13TS03B5788,MITRATEL,MLG327,Fisip Universitas Brawijaya,Fisip Universitas Brawijaya,Kampus Univ Brawijaya Jalan Veteran Malang,"Malang, Kota",Jawa Timur,11261186.0,-795058.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2023-10-20 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.61186,-7.95058
1650,ANCHOR,TENANT,KPN-07-062,13TS03B5789,MITRATEL,MLG365,Asrama Mahasiswa Universitas Brawijaya,Asrama UB,Jalan Veteran Malang  Penanggungan Klojen Malang Malang 60235,"Malang, Kota",Jawa Timur,112615677.0,-7953473.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2033-10-20 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.615677,-7.953473
1659,ANCHOR,TENANT,BKL-07-010,13TS03B6007,MITRATEL,BKN078,Jembatan Suramadu2,Pang pong DMT,"Dsn Nyiur,  Desa PangPong Kec Lebang Bangkalan Bangkalan 60235",Bangkalan,Jawa Timur,11277849.0,-715133.0,ORGANIC,2099-12-31,NO,TSEL,4,2022-01-01 00:00:00,2033-12-08 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.77849,-7.15133
1660,,TENANT,BKL-07-010,16XL01C0011,MITRATEL,2542941,PANGPONG BANGKALAN,PANGPONG BANGKALAN,"Dsn Nyiur,  Desa PangPong Kec Lebang Bangkalan Bangkalan 60235",Bangkalan,Jawa Timur,11277849.0,-715133.0,ORGANIC,2099-12-31,NO,XL,4,2022-11-01 00:00:00,2030-10-31 00:00:00,12083333.0,Full Maintenance,GREENFIELD,112.77849,-7.15133
1661,,TENANT,BKL-07-010,18HC11C0077,MITRATEL,139720,Pang pong DMT,Pang pong DMT,"Dsn Nyiur,  Desa PangPong Kec Lebang Bangkalan Bangkalan 60235",Bangkalan,Jawa Timur,11277849.0,-715133.0,ORGANIC,2099-12-31,NO,IOH,4,2022-04-01 00:00:00,2031-02-18 00:00:00,12095982.0,Full Maintenance,GREENFIELD,112.77849,-7.15133
1662,,TENANT,BKL-07-010,19BS06C0019,MITRATEL,JI-2949-T-M,Pang Pong DMT,Pang Pong DMT,"Dsn Nyiur,  Desa PangPong Kec Lebang Bangkalan Bangkalan 60235",Bangkalan,Jawa Timur,11277849.0,-715133.0,ORGANIC,2099-12-31,NO,IBS,4,2022-01-01 00:00:00,2029-07-15 00:00:00,5040323.0,No Maintenance,GREENFIELD,112.77849,-7.15133
1663,ANCHOR,TENANT,KPN-07-064,13TS03B6006,MITRATEL,BTU158,Bulupitu Gondanglegi,Bulupitu Gondanglegi,"Dsn. Pertahanan RT 8 RW 1,  Desa Bulu Pitu Kec. Gondanglegi Malang Malang 60235",Malang,Jawa Timur,11260079.0,-813303.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2033-12-08 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.60079,-8.13303
1667,,TENANT,MJY-07-014,14IS11C0062,MITRATEL,20MAD075,PRAMBON_MADIUN,Prambon dagangan,Dusun Prambon RT 004 RW 001 Desa Prambon Kec Dagangan Kab Madiun Jatim,Madiun,Jawa Timur,11156796.0,-770113.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-04-26 00:00:00,12107442.0,Full Maintenance,GREENFIELD,111.56796,-7.70113
1668,,TENANT,MJY-07-014,19BS06C0076,MITRATEL,ZMDU_0241,Prambon dagangan,Prambon dagangan,Dusun Prambon RT 004 RW 001 Desa Prambon Kec Dagangan Kab Madiun Jatim,Madiun,Jawa Timur,11156796.0,-770113.0,ORGANIC,2099-12-31,NO,IBS,3,2022-01-01 00:00:00,2029-08-18 00:00:00,5131720.0,No Maintenance,GREENFIELD,111.56796,-7.70113
1670,,,MAD-07-006,13HC05C8934,MITRATEL,133716,KRANGGAN GEGER,KRANGGAN GEGER,JlSetinggil RT 026 RW 001  Kel Demangan Kec Taman Madiun Madiun 60235,"Madiun, Kota",Jawa Timur,11151703.0,-766054.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2025-06-19 00:00:00,12273807.0,No Maintenance,GREENFIELD,111.51703,-7.66054
1671,,TENANT,MAD-07-006,16IS10C0018,MITRATEL,20MDU024,Demangan,Demangan,Jl.Setinggil RT 026 RW 001  Kel Demangan Kec Taman Madiun Madiun 60235,"Madiun, Kota",Jawa Timur,11151703.0,-766054.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2022-01-07 00:00:00,13869639.0,Full Maintenance,GREENFIELD,111.51703,-7.66054
1672,,TENANT,MAD-07-006,21XL07C0049,MITRATEL,0,KARTOHARJO TAWANGKARYA,Kraggan geger,Jl.Setinggil RT 026 RW 001  Kel Demangan Kec Taman Madiun Madiun 60235,"Madiun, Kota",Jawa Timur,11151703.0,-766054.0,ORGANIC,2099-12-31,NO,XL,3,2021-12-05 00:00:00,2031-12-04 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.51703,-7.66054
1731,ANCHOR,TENANT,SDA-07-032,13TS07B0857,MITRATEL,SDA259,Pilang DMT,Pilang Sidoarjo,Rt02 Rw01  Desa Pilang KecWonoayu Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264994.0,-744817.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-03-24 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.64994,-7.44817
1732,,,SDA-07-032,19HC07C0238,MITRATEL,134528,PILANG DMT,PILANG DMT,Rt02 Rw01  Desa Pilang KecWonoayu Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264994.0,-744817.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2031-11-21 00:00:00,11571628.0,No Maintenance,GREENFIELD,112.64994,-7.44817
1733,,TENANT,SDA-07-032,20SF02C0010,MITRATEL,ZSBY_1760,PILANG DMT ,PILANG DMT ,Rt02 Rw01  Desa Pilang KecWonoayu Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264994.0,-744817.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2026-01-31 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.64994,-7.44817
1734,,TENANT,SDA-07-032,20IS09C0273,MITRATEL,20SDA407,EJ_B2S96DMT,SIMOKETAWANG_SDA,Rt02 Rw01  Desa Pilang KecWonoayu Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264994.0,-744817.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-04-13 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.64994,-7.44817
1740,ANCHOR,TENANT,BYW-07-039,13TS10B0026,MITRATEL,BWI190,Kemiren_Banyuwangi,KEMIREN,"Jl Perkebunan Kalibendo RT 4 RW 3,  Desa Kemiren, Kec Glagah Banyuwangi Banyuwangi 60235",Banyuwangi,Jawa Timur,11431709.0,-820658.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2034-06-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.31709,-8.20658
1742,ANCHOR,TENANT,SDA-07-033,13TS11B1647,MITRATEL,SDA212,Tambarejo,Tambarejo,"Dsn Keper RT 009 RW 005,  Desa Keper, Kec. Krembung, Sidoarjo Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11266392.0,-753607.0,ORGANIC,2099-12-31,NO,TSEL,4,2022-01-01 00:00:00,2034-06-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.66392,-7.53607
1743,,TENANT,SDA-07-033,15XL11C0057,MITRATEL,2542020,Keper Tambak Rejo,Keper Tambak Rejo,"Dsn Keper RT 009 RW 005,  Desa Keper, Kec Krembung, Sidoarjo Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11266392.0,-753607.0,ORGANIC,2099-12-31,NO,XL,4,2022-07-04 00:00:00,2030-07-03 00:00:00,12083333.0,Full Maintenance,GREENFIELD,112.66392,-7.53607
1744,,,SDA-07-033,19HC01C0075,MITRATEL,132410,TAMBAREJO,TAMBAREJO,"Dsn Keper RT 009 RW 005,  Desa Keper, Kec Krembung, Sidoarjo Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11266392.0,-753607.0,ORGANIC,2099-12-31,NO,IOH,4,2022-04-01 00:00:00,2029-09-20 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.66392,-7.53607
1745,,TENANT,SDA-07-033,19BS04C0050,MITRATEL,ZSBY_1701,TAMBAREJO,TAMBAREJO,"Dsn Keper RT 009 RW 005,  Desa Keper, Kec Krembung, Sidoarjo Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11266392.0,-753607.0,ORGANIC,2099-12-31,NO,IBS,4,2022-01-01 00:00:00,2029-09-13 00:00:00,5202778.0,No Maintenance,GREENFIELD,112.66392,-7.53607
1746,,TENANT,SDA-07-033,20IS01C0067,MITRATEL,20SDA366,Tambarejo_Sda_SDA,TAMBAREJO,"Dsn Keper RT 009 RW 005,  Desa Keper, Kec Krembung, Sidoarjo Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11266392.0,-753607.0,ORGANIC,2099-12-31,NO,IOH,4,2022-01-01 00:00:00,2030-08-17 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.66392,-7.53607
1747,ANCHOR,TENANT,SDA-07-034,13TS11B2000,MITRATEL,SDA 224,Point 107 Tjiwi Kimia,LENGKONG,"Jl, PAHLAWAN RT,08 RW,04, DSN, MLATEN, DS, MLIRIPROWO, KEC, TARIK, KAB, SIDOARJO",Sidoarjo,Jawa Timur,11247067.0,-744372.0,ORGANIC,2099-12-31,NO,TSEL,4,2022-01-01 00:00:00,2025-04-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.47067,-7.44372
1748,,TENANT,SDA-07-034,16BS10C0013,MITRATEL,ZSBY_1099,LENGKONG,LENGKONG,"Jl, PAHLAWAN RT,08 RW,04, DSN, MLATEN, DS, MLIRIPROWO, KEC, TARIK, KAB, SIDOARJO",Sidoarjo,Jawa Timur,11247067.0,-744372.0,ORGANIC,2099-12-31,NO,IBS,4,2022-01-01 00:00:00,2026-12-31 00:00:00,7500000.0,No Maintenance,GREENFIELD,112.47067,-7.44372
1749,,TENANT,SDA-07-034,18XL10C0015,MITRATEL,JAW-JI-SDA-4277,TARIK MLIRIPROWO,TARIK MLIRIPROWO,"Jl, PAHLAWAN RT,08 RW,04, DSN, MLATEN, DS, MLIRIPROWO, KEC, TARIK, KAB, SIDOARJO",Sidoarjo,Jawa Timur,11247067.0,-744372.0,ORGANIC,2099-12-31,NO,XL,4,2022-05-02 00:00:00,2029-05-01 00:00:00,11479167.0,Full Maintenance,GREENFIELD,112.47067,-7.44372
1750,,TENANT,SDA-07-034,19HC04C0010,MITRATEL,139609,LENGKONG,LENGKONG,"Jl, PAHLAWAN RT,08 RW,04, DSN, MLATEN, DS, MLIRIPROWO, KEC, TARIK, KAB, SIDOARJO",Sidoarjo,Jawa Timur,11247067.0,-744372.0,ORGANIC,2099-12-31,NO,IOH,4,2022-04-01 00:00:00,2031-05-15 00:00:00,12095982.0,Full Maintenance,GREENFIELD,112.47067,-7.44372
1751,ANCHOR,TENANT,KDR1-07-010,13TS11B1649,MITRATEL,KED177,Jatim13,Dayu,"Jl Kenongo Ds Kelampitan Rt02 Rw01  Desa Kelampitan, Kec Purwoasri Kediri Kediri 60235",Kediri,Jawa Timur,11214468.0,-7629683.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-07-29 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.14468,-7.629683
1752,,TENANT,KDR1-07-010,17XL02C0230,MITRATEL,2543749,KENONGO_KELAMPITAN,KENONGO_KELAMPITAN,"Jl Kenongo Ds Kelampitan Rt02 Rw01  Desa Kelampitan, Kec Purwoasri Kediri Kediri 60235",Kediri,Jawa Timur,11214468.0,-7629683.0,ORGANIC,2099-12-31,NO,XL,3,2022-05-29 00:00:00,2027-05-28 00:00:00,9666666.0,Full Maintenance,GREENFIELD,112.14468,-7.629683
1753,,TENANT,KDR1-07-010,18HC11C0083,MITRATEL,139230,Dayu,Dayu,"Jl Kenongo Ds Kelampitan Rt02 Rw01  Desa Kelampitan, Kec Purwoasri Kediri Kediri 60235",Kediri,Jawa Timur,11214468.0,-7629683.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-02-18 00:00:00,12095982.0,Full Maintenance,GREENFIELD,112.14468,-7.629683
1754,ANCHOR,TENANT,JBG-07-022,13TS11B1728,MITRATEL,JMB115,Keplaksari,Keplaksari,"RT004 RW003  DSN, PAGOTAN KEC PETERONGAN Jombang Jombang 60235",Jombang,Jawa Timur,11226919.0,-753815.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-09-03 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.26919,-7.53815
1755,,TENANT,JBG-07-022,19IS05C0496,MITRATEL,20JMB147,PAGOTAN_JMB,PAGOTAN_JMB,"RT004 RW003  DSN, PAGOTAN KEC PETERONGAN Jombang Jombang 60235",Jombang,Jawa Timur,11226919.0,-753815.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2029-11-11 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.26919,-7.53815
1756,,TENANT,JBG-07-022,23XL07C0124,MITRATEL,JAW-JI-KNR-4336,SALAMREJO_BLITAR,Keplaksari,"RT.004 RW.003 DSN, PAGOTAN KEC. PETERONGAN Jombang",Jombang,Jawa Timur,11226919.0,-753815.0,ORGANIC,2099-12-31,NO,XL,3,2024-01-01 00:00:00,2036-12-31 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.26919,-7.53815
1758,ANCHOR,,PSR-07-024,13TS11B1689,MITRATEL,PSN163,TambaksariSukorejo,TambaksariSukorejo,Dusun Tambak Waru RT 026 RW 08  Desa Tambakasri Kecamatan Purwodadi Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11265647.0,-778006.0,ORGANIC,2099-12-31,YES,TSEL,0,2022-01-01 00:00:00,2024-05-29 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.65647,-7.78006
1759,ANCHOR,TENANT,PSR-07-025,13TS11B2013,MITRATEL,PSN122,PT Nestle ,Kejayan,Dusun Klojen RT 01 RW 03  Desa Sladi Kecamatan Kejayan Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11287581.0,-769718.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-05-22 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.87581,-7.69718
1760,,TENANT,PSR-07-025,17XL02C0404,MITRATEL,2543293,KEJAYAN,KEJAYAN,Dusun Klojen RT 01 RW 03  Desa Sladi Kecamatan Kejayan Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11287581.0,-769718.0,ORGANIC,2099-12-31,NO,XL,3,2022-05-22 00:00:00,2027-05-21 00:00:00,9666666.0,Full Maintenance,GREENFIELD,112.87581,-7.69718
1761,,,PSR-07-025,18HC11C0288,MITRATEL,139531,Kejayan,Kejayan,Dusun Klojen RT 01 RW 03  Desa Sladi Kecamatan Kejayan Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11287581.0,-769718.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-10-03 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.87581,-7.69718
1762,,TENANT,PSR-07-025,20IS06C0037,MITRATEL,20PAS177,SLADI_PAS,Kejayan,Dusun Klojen RT 01 RW 03  Desa Sladi Kecamatan Kejayan Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11287581.0,-769718.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-11-12 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.87581,-7.69718
1763,ANCHOR,TENANT,PSR-07-026,13TS11B2012,MITRATEL,PSN124,PT Cheil Jedang Indonesia Pasuruan,Patuguran,"Dusun Kedung Bendo RT 02 RW 03 desa Rejoso Lor kec, Rejoso kab, Pasuruan",Pasuruan,Jawa Timur,11295812.0,-768098.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-06-26 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.95812,-7.68098
1764,,,PSR-07-026,18HC11C0106,MITRATEL,139479,Patuguran,Patuguran,"Dusun Kedung Bendo RT 02 RW 03 desa Rejoso Lor kec, Rejoso kab, Pasuruan",Pasuruan,Jawa Timur,11295812.0,-768098.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-08-19 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.95812,-7.68098
1765,,TENANT,PSR-07-026,20IS02C0021,MITRATEL,20PAS141,PATUGURAN_PAS,Patuguran,"Dusun Kedung Bendo RT 02 RW 03 desa Rejoso Lor kec, Rejoso kab, Pasuruan",Pasuruan,Jawa Timur,11295812.0,-768098.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-08-07 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.95812,-7.68098
1766,,TENANT,PSR-07-026,23XL01C0613,MITRATEL,JAW-JI-PSR-4285,Patuguran,REJOSO_PASURUAN,Dusun Kedung Bendo RT02 RW03  Desa Rejoso Lor kec Rejoso Pasuruan,Pasuruan,Jawa Timur,11295812.0,-768098.0,ORGANIC,2099-12-31,NO,XL,3,2023-04-25 00:00:00,2036-04-24 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.95812,-7.68098
1768,ANCHOR,TENANT,SDA-07-035,13TS11B1657,MITRATEL,SDA156,Jatim8,BringinBendo,Sambirono Wetan Rt 009 Rw002  Kel Sidodadi Kec Taman Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264405.0,-738424.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2034-06-24 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.64405,-7.38424
1769,,,SDA-07-035,15HC06C0004,MITRATEL,130889,Beringin Bendo,Beringin Bendo,Sambirono Wetan Rt 009 Rw002  Kel Sidodadi Kec Taman Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264405.0,-738424.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2024-10-13 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.64405,-7.38424
1770,,TENANT,SDA-07-035,17IS12C0020,MITRATEL,20SDA172,SIDODADISDA,SIDODADISDA,Sambirono Wetan Rt 009 Rw002  Kel Sidodadi Kec Taman Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264405.0,-738424.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2033-03-21 00:00:00,11872768.0,Full Maintenance,GREENFIELD,112.64405,-7.38424
1771,,TENANT,SDA-07-035,18XL11C0001,MITRATEL,JAW-JI-SDA-4278,SAMBIRONO SIDODADI,SAMBIRONO SIDODADI,Sambirono Wetan Rt 009 Rw002  Kel Sidodadi Kec Taman Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,11264405.0,-738424.0,ORGANIC,2099-12-31,NO,XL,3,2022-11-26 00:00:00,2028-11-25 00:00:00,11479167.0,Full Maintenance,GREENFIELD,112.64405,-7.38424
1772,ANCHOR,TENANT,SBY-07-062,13TS11B1850,MITRATEL,SBY885,Lidah Wetan (ex Point 673,Lidah Kulon2,Lidah Wetan (ex Point 673) / Lidatan wetan RT 03 RW 01 gg 1c no 43,"Surabaya, Kota",Jawa Timur,11266352.0,-730401.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2025-10-05 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.66352,-7.30401
1773,,,SBY-07-062,15XL12C0022,MITRATEL,2542023,Lidatan Wetan,Lidatan Wetan,Lidah Wetan (ex Point 673) / Lidatan wetan RT 03 RW 01 gg 1c no 43,"Surabaya, Kota",Jawa Timur,11266352.0,-730401.0,ORGANIC,2099-12-31,NO,XL,2,2022-01-01 00:00:00,2024-10-13 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.66352,-7.30401
1774,,TENANT,SBY-07-062,19IS05C0094,MITRATEL,20SBY610,LIDAHLONTAR,LIDAHLONTAR,Lidah Wetan (ex Point 673) / Lidatan wetan RT 03 RW 01 gg 1c no 43,"Surabaya, Kota",Jawa Timur,11266352.0,-730401.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-10-05 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.66352,-7.30401
1775,ANCHOR,TENANT,MJK1-07-013,13TS11B1914,MITRATEL,MJO106,Ngarjo,Puloniti,Ds Ngarjo RT05/02  Mojoanyar Kec Mojoanyar Mojokerto Mojokerto 60235,Mojokerto,Jawa Timur,11248626.0,-748712.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2034-06-01 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.48626,-7.48712
1776,,TENANT,MJK1-07-013,20IS01C0019,MITRATEL,20MJK163,Puloniti_MJK,Puloniti_MJK,Ds Ngarjo RT05/02  Mojoanyar Kec Mojoanyar Mojokerto Mojokerto 60235,Mojokerto,Jawa Timur,11248626.0,-748712.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2030-08-12 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.48626,-7.48712
1777,,,MJK1-07-013,19HC12C0199,MITRATEL,632263,Puloniti,Puloniti,Ds. Ngarjo RT.05/02  Mojoanyar Kec. Mojoanyar Mojokerto Mojokerto 60235,Mojokerto,Jawa Timur,11248626.0,-748712.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-04-09 00:00:00,11071628.0,No Maintenance,GREENFIELD,112.48626,-7.48712
